retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Temp,Humidity
-16.85714286,-0.428571429,-21.57142857,-28.71428571,-15.57142857,8.571428571,6.585714286,50.85714286
-17.42857143,-0.428571429,-21.85714286,-29.14285714,-15.42857143,8.571428571,7.071428571,52.85714286
-16.28571429,0.428571429,-21.85714286,-30.42857143,-18,9.142857143,7.528571429,57.42857143
-15.71428571,1.428571429,-21.42857143,-33.28571429,-23.71428571,10.85714286,7.971428571,58.14285714
-16.57142857,2.142857143,-24.57142857,-37.28571429,-31.28571429,13.14285714,7.857142857,60.14285714
-19.57142857,2.428571429,-25.57142857,-42.57142857,-40.14285714,16.14285714,7.2,57
-26.42857143,-4.857142857,-24.71428571,-49.28571429,-50,19.85714286,6.585714286,55.71428571
-30,-9,-25.14285714,-52.85714286,-57.42857143,21,6.357142857,56
-32.28571429,-11.71428571,-25.71428571,-54.71428571,-61.42857143,21.57142857,5.771428571,55
-34.28571429,-12.85714286,-25.28571429,-56,-63.14285714,22.42857143,5.385714286,52.14285714
-36.14285714,-14.14285714,-26.85714286,-54.42857143,-58.71428571,21.42857143,5,52.28571429
-37.14285714,-15.42857143,-25.57142857,-51.57142857,-51.85714286,19.71428571,4.771428571,53
-36.57142857,-17,-25.28571429,-47.42857143,-43.57142857,17.28571429,5.185714286,54.85714286
-32.57142857,-10.85714286,-27.71428571,-42.28571429,-34.28571429,14.28571429,4.9,55.14285714
-31.28571429,-7.428571429,-28.14285714,-40.71428571,-27.42857143,13.71428571,4.628571429,52
-30.71428571,-5.571428571,-27.71428571,-41,-24.71428571,13.71428571,4.471428571,50.85714286
-32,-6.285714286,-28.28571429,-43.71428571,-28.28571429,15.14285714,3.971428571,50.14285714
-34.14285714,-7.571428571,-30.85714286,-44.14285714,-27.85714286,15.42857143,3.6,50.28571429
-35.28571429,-7.857142857,-29.85714286,-44.71428571,-28.14285714,15.57142857,3.671428571,49
-36.14285714,-8.285714286,-29,-45.42857143,-28.71428571,15.71428571,3.9,50.14285714
-36.57142857,-9,-29.71428571,-46,-29.42857143,15.71428571,4.5,53.85714286
-36.28571429,-9,-27.14285714,-45.85714286,-29.85714286,15.57142857,5.514285714,58.14285714
-37,-9.857142857,-28.28571429,-46.28571429,-30.28571429,15.57142857,6.014285714,59.28571429
-37.57142857,-10,-29.28571429,-43,-23.85714286,13.42857143,6.3,62.14285714
-37,-9.571428571,-27.42857143,-43.42857143,-24.42857143,13.28571429,6.442857143,58.14285714
-37,-9.857142857,-28,-43.71428571,-24.85714286,13.42857143,6.171428571,54.85714286
-37,-10,-28.57142857,-43.85714286,-25.14285714,13.42857143,5.728571429,54.57142857
-36.71428571,-9.428571429,-27.28571429,-43.71428571,-25.14285714,13.42857143,6.028571429,51.71428571
-38,-11,-34.42857143,-44.28571429,-25.71428571,13.85714286,5.514285714,55.14285714
-39.14285714,-12.71428571,-39.71428571,-44.71428571,-26.28571429,14.28571429,5.257142857,61.28571429
-38.71428571,-11.71428571,-39.14285714,-44.28571429,-26.14285714,14.14285714,5.728571429,62.28571429
-38.28571429,-11.14285714,-38.57142857,-44,-26.14285714,14.14285714,6.171428571,67
-38.28571429,-11.42857143,-39.42857143,-44,-26.28571429,14.14285714,7.085714286,70.85714286
-39,-12.71428571,-42.28571429,-44,-26.28571429,14.28571429,7.028571429,74.42857143
-38.71428571,-12.57142857,-42.85714286,-43.85714286,-26.14285714,14.28571429,6.542857143,75.28571429
-36.85714286,-10.57142857,-37,-43,-25.57142857,13.71428571,6.214285714,68.28571429
