,0
0,0.14830547364478602
1,0.14232784667213577
2,0.147327153170708
3,0.15054595882583174
4,0.1636027771856313
5,0.15910418974144258
6,0.18102435572508302
7,0.20342066162732939
8,0.21517986928994898
9,0.211611193732671
10,0.1935789882593675
11,0.19488390045303589
12,0.19102278019683352
13,0.16569372965217508
14,0.15452378060971705
15,0.1495951596994602
16,0.12636778306931867
17,0.11519731227060723
18,0.11519947664933139
19,0.10051274862056095
20,0.09053884867810465
21,0.08710010344767356
22,0.10885306208605991
23,0.09236092316730651
24,0.1034495446432711
25,0.13404147372009073
26,0.1391093589165689
27,0.14853780696258054
28,0.20603921659683996
29,0.23672236982523387
30,0.23432866995878404
31,0.23545020182531648
32,0.2402152712705377
33,0.24490918485187207
34,0.24692090022481175
35,0.22891311378730111
36,0.21662722809605794
37,0.23814200602588959
38,0.22421160248395716
39,0.21726560431719283
40,0.2250481077822865
41,0.19992263229139465
42,0.20129800022762795
43,0.1976705699317141
44,0.18859958918770472
45,0.1829750886577008
46,0.17699112490482014
47,0.12836013518216677
48,0.12038841058970425
49,0.11096307266711966
50,0.1101086836591783
51,0.106720916066646
52,0.08122075842822911
53,0.08164207496171852
54,0.08091433925837206
55,0.08876349228555235
56,0.06797778762421028
57,0.05517822556963895
58,0.05864331844176166
59,0.05864331844176166
60,0.0547240736352975
61,0.042661608746663734
62,0.04056038258440303
63,0.04084926445541043
64,0.04008772497794083
65,0.04107211394922454
66,0.04081465959576336
67,0.04004865931612287
68,0.03485887808930317
69,0.030768886590223882
70,0.02436119459648211
71,0.01804086114925264
72,0.016599620870722715
73,0.016779262993644573
74,0.017942336915310275
75,0.01964710148899617
76,0.01964710148899617
77,0.01793213666402063
78,0.016662085943391365
79,0.016882515912326534
80,0.01584286779313248
81,0.01706592825117597
82,0.013793058391017235
83,0.02318006957491201
84,0.018788354515321078
85,0.015225492611919337
86,0.01470809284274507
87,0.015897979615263062
88,0.018874993628204922
89,0.02179113482938173
90,0.026547546866803117
91,0.030017116395543976
92,0.03002066728737064
93,0.0302136855047567
94,0.03444731455748565
95,0.03336118217976695
96,0.03240989047284952
97,0.03354340755070018
98,0.03418425769089702
99,0.034593478988762374
100,0.03454400948138514
101,0.0367090740755997
102,0.03223272769763434
103,0.036731628663939406
104,0.040829584926688214
105,0.042669746171034466
106,0.04745950806134122
107,0.05989814181082922
108,0.0607493815762963
109,0.06156999414677666
110,0.06906201714614964
111,0.06393161727407633
112,0.06148694671868342
113,0.06663214029383029
114,0.06552194578185763
115,0.06864044280424833
116,0.07392180798345441
117,0.07875915484316669
118,0.07901142598050173
119,0.08100634159299562
120,0.08607109180548554
121,0.1145763895352337
122,0.13299313860911394
123,0.1334606255210494
124,0.14428042109182457
125,0.15566626920801457
126,0.15713444091141032
127,0.16179983115329372
128,0.1632982895372934
129,0.15485061318249044
130,0.16419977793995227
131,0.16659624506163523
132,0.16854079025762778
133,0.16212215045042216
134,0.16728359436905757
135,0.16713516412325122
136,0.15419878850385288
137,0.16660443609273884
138,0.165051709677575
139,0.15041278815752146
140,0.16670865149065242
141,0.14394984878761297
142,0.14436492887830377
143,0.15953258792131372
144,0.16669557065497426
145,0.16679159500790058
146,0.16122262702884907
147,0.1561917203069047
148,0.15222623048624906
149,0.14921430183302656
150,0.15007204714833816
151,0.1590897020850875
152,0.16429042780068007
153,0.154282101594153
154,0.15457667902143465
155,0.14962917624964542
156,0.15493077818742582
157,0.15279036071389135
158,0.13927573098762833
159,0.13204666297854767
160,0.13668696913580008
161,0.1318181640710962
162,0.13434897398961848
163,0.1277386131256586
164,0.11081664169565904
165,0.09266122316754677
166,0.08103938466801593
167,0.07473817103795546
168,0.07537988825063915
169,0.07001070989363078
170,0.06591787471054816
171,0.06835453052612998
172,0.07023975643989186
173,0.07049907830352166
174,0.06413490032357372
175,0.06363297748581082
176,0.061136029043824966
177,0.059020386193616395
178,0.05863733059324311
179,0.058866567383123757
180,0.05751900675624592
181,0.06064999742668017
182,0.05342451768605051
183,0.05320149095584711
184,0.052385169139088764
185,0.053364759593694286
186,0.05081753766082027
187,0.051644798939149014
188,0.047863825404964824
189,0.053897866193871234
190,0.04290826979801532
191,0.04459734990384612
192,0.042951398249325035
193,0.04318232409726046
194,0.04440511003802936
195,0.04904777760031469
196,0.04934437316209117
197,0.059219322499326044
198,0.06922083850759234
199,0.05799203679999343
200,0.052600899513807545
201,0.05072717570445799
202,0.04979393144031213
203,0.05011913838613352
204,0.05315018786423705
205,0.05377226481415657
206,0.05419810188528105
207,0.07111071888524405
208,0.05455924465636527
209,0.051643475450646834
210,0.050264068832597465
211,0.057241037303872144
212,0.05912502026982552
213,0.060781260581002985
214,0.06980199311836603
215,0.07334316032100704
216,0.06958878726341247
217,0.06580243128509788
218,0.0648128650795902
219,0.06980125382256272
220,0.07835391322762529
221,0.0739548768770357
222,0.06686487397697485
223,0.06892718737311396
224,0.07047673009459811
225,0.07061461828248147
226,0.0739579495217335
227,0.07055659248255126
228,0.07055659248255126
229,0.07127884293043893
230,0.07019645682847273
231,0.07389484275615692
